inventory,source_table,source_field,description_fr,has_value_domain,source_dictionary_sha256
PEP,META_NOTES_PE,ID_PE_ABAN,Identifiant unique de placette-échantillon abandonnée correspondante,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PEP,META_NOTES_PE,RAISON_ST,Raison du statut,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PEP,META_NOTES_PE,NOTES,Toutes notes jugées pertinentes par l'équipe terrain qui ne peut être saisie dans aucun autre attribut.,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,NO_PRG,Numéro de programme,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,NO_PRJ,Numéro du projet à l'implantation de la placette,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,NO_VIREE,Numéro de la virée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,NO_PE,Numéro de la placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,TYPE_US,Type de l'unité de sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,TYPE_PE,Type de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,VERSION,Version de type de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,FORME,Forme de la placette-échantillon,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,DIMENSION,Dimension de la placette-échantillon,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,FEUILLET,Numéro du feuillet cartographique,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,LATITUDE,Latitude,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,LONGITUDE,Longitude,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLACETTE,DATE_SOND,Date du sondage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,TYPE_PE,Type de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,FORME,Forme de la placette-échantillon,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,DESC_FORME,Description de la forme,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,DIMENSION,Dimension de la placette-échantillon,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,RAYON,"Rayon de la placette-échantillon, de la sous-placette ou de la micro-placette implantée",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,LARGEUR,"Largeur de la placette-échantillon, de la sous-placette ou de la micro-placette implantée",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,LONGUEUR,"Longueur de la placette-échantillon, de la sous-placette ou de la micro-placette implantée",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,NOMBRE,"Nombre de placette-échantillon, de sous-placette ou de micro-placette implantée",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,SUPERFICIE,"Superficie de la placette-échantillon, de la sous-placette ou de la micro-placette implantée (m²)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,FACTEXP_PE,"Composante du facteur d'expansion liée à la superficie de la placette-échantillon, de la sous-placette ou de la micro-placette implantée (PE/ha)",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,MET_EVAL,Méthode d'évaluation,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_DNB,Indicateur d'une évaluation par un dénombrement,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_DNB_CL,Indicateur d'une évaluation par un dénombrement par classe (classes de hauteur semis et classes de DHP),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_DNB_HT,Indicateur d'une évaluation par un dénombrement par classe de hauteur,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_PRE,Indicateur d'une évaluation par la présence,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_PRE_CL,Indicateur d'une évaluation par la présence par classe (classes de hauteur semis et classes de DHP),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_PRE_ET,Indicateur d'une évaluation par la présence selon l'étage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_REC,Indicateur d'une évaluation par une estimation du recouvrement,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_REC_ET,Indicateur d'une évaluation par une estimation du recouvrement,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,DESCR_CDT,Description des conditions de l'évaluation,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_PEP_1,Indicateur d'évaluation dans la première placette-échantillon permanente d'une virée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_PEP_2,Indicateur d'évaluation dans la deuxième placette-échantillon permanente d'une virée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_MPAIR,Indicateur d'évaluation dans les micro-placettes ayant un numéro pair,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_MIMPAIR,Indicateur d'évaluation dans les micro-placettes ayant un numéro impair,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_TIGES,Indicateur d'évaluation des tiges marchandes,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_DHP_32M,Indicateur d'évaluation des tiges ayant un DHP inférieur à 32 cm,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_DHP_32P,Indicateur d'évaluation des tiges ayant un DHP équivalent ou supérieur à 32 cm,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_GAULES,Indicateur d'évaluation des gaules,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_SEMIS,Indicateur d'évaluation des semis,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ESS_C,Indicateur d'évaluation des essences commerciales,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ESS_NC,Indicateur d'évaluation des essences non-commerciales,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ESS_FEU,Indicateur d'évaluation des essences feuillues,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ESS_RES,Indicateur d'évaluation des essences résineuses,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_SEPM,"Indicateur d'évaluation du sapin, des épinettes, du pin gris et des mélèzes",,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_FI,Indicateur d'évaluation des feuillus intolérants,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_AUT,Indicateur d'évaluation des essences commerciales n'étant pas incluses dans les groupes SEPM et FI,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ET_CODO,Indicateur d'évaluation des tiges présentes dans l'étage des co-dominants,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ET_DOMI,Indicateur d'évaluation des tiges présentes dans l'étage des dominants,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ET_OP,Indicateur d'évaluation des tiges présentes dans l'étage des opprimées,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_DESCR_TYPE_PE,IN_ET_VET,Indicateur d'évaluation des tiges présentes dans l'étage des vétérans,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,TYPE_TERRI,Type de périmètre du territoire d'intérêt,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,NO_TERRI,Numéro de référence du territoire d'intérêt utilisé selon le type de périmètre,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,NOM_TERRI,Nom du territoire,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,TENURE,Tenure,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,NOM_US_FOR,Nom de l'unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,MODE_GEST,Mode de gestion,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_USF4,SUPERFICIE,Superficie calculée dans la projection conique équivalente d'Albers (ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_ECHAN,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_ECHAN,STR_ECHAN,Strate d'échantillonnage des peuplements écoforestiers,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_ECHAN,SUP_STRATE,Superficie de la strate d'échantillonnage calculée dans la projection conique équivalente d'Albers (ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_ECHAN,NB_PET,Nombre de placettes-échantillons temporaires implantées dans les peuplements de la strate,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_COMPOSANTE_FACTEXP_STR,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_COMPOSANTE_FACTEXP_STR,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_COMPOSANTE_FACTEXP_STR,STR_ECHAN,Strate d'échantillonnage des peuplements écoforestiers,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_COMPOSANTE_FACTEXP_STR,FACTEXPSTR,Composante du facteur d'expansion découlant de la superficie et du nombre de placettes-échantillons dans la strate d'échantillonnage,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_PEE_STRATE,GEOCODE,Coordonnées métriques en X et Y d'un point situé à l'intérieur du polygone,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_PEE_STRATE,SUPERFICIE,Superficie calculée dans la projection conique équivalente d'Albers (ha),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_PEE_STRATE,US_FOR,Unité de sondage de la carte écoforestière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PLAN_PEE_STRATE,STR_ECHAN,Strate d'échantillonnage des peuplements écoforestiers,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,GEOCODE,Coordonnées métriques en X et Y d'un point situé à l'intérieur du polygone,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,ORIGINE,Perturbation d'origine,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,AN_ORIGINE,Année de la perturbation d'origine,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,PERTURB,Perturbation partielle,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,AN_PERTURB,Année de la perturbation partielle,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,REB_ESS1,Essence reboisée 1,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,REB_ESS2,Essence reboisée 2,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,REB_ESS3,Essence reboisée 3,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,ET_DOMI,Étage dominant en surface terrière,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,PART_STR,Particularité du peuplement ou de la strate,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,TYPE_COUV,Grand type de couvert,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,GR_ESS,Groupement d'essences,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CL_DENS,Classe de densité,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CL_HAUT,Classe de hauteur,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CL_AGE,Classe d'âge,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CL_PENT,Classe de pente,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,DEP_SUR,Dépôt de surface,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CL_DRAI,Classe de drainage,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,TYPE_ECO,Type écologique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,CO_TER,Code de terrain,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,TYPE_TER,Type de terrain,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,AN_PRO_ORI,Année du produit source de la photo-interprétation originale,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,STRATE,Strate cartographique,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,ETAT_STR,État de la strate cartographique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,OR_STRATE,Identification d'où provient la donnée cartographique pour la diffusion correspondant à la carte,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,NO_PRG,Numéro de programme,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,IN_ETAGE,Indicateur de présence de variables dendrométriques photointerpretées détaillées par étages des peuplements,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ORI_SOND,IN_ESSENCE,Indicateur de présence d'une composition en essences détaillées,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,GEOCODE,Coordonnées métriques en X et Y d'un point situé à l'intérieur du polygone,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,ETAGE,Étage caractérisé,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,TY_COUV_ET,Type de couvert,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,DENSITE,Densité du couvert forestier (%),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,HAUTEUR,Hauteur (m),Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,CL_AGE_ET,Classe d'âge,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ETAGE_ORI_SOND,ETA_ESS_PC,Concaténation des essences et de leur proportion de la surface terrière totale qu'elles occupent,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ESSENCE_ORI_SOND,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ESSENCE_ORI_SOND,GEOCODE,Coordonnées métriques en X et Y d'un point situé à l'intérieur du polygone,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ESSENCE_ORI_SOND,ETAGE,Étage caractérisé,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ESSENCE_ORI_SOND,ESSENCE,Essence individuelle ou groupe d’essences,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,PEE_ESSENCE_ORI_SOND,ST_ESS_PC,Surface terrière relative occupée par l'essence ou le groupe d’essences (%),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,ID_PE,Identifiant unique de placette-échantillon,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,ORIGINE,Perturbation d'origine,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PERTURB,Perturbation partielle,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,REB_ESS1,Essence reboisée 1,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,REB_ESS2,Essence reboisée 2,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,REB_ESS3,Essence reboisée 3,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,REB_ESS4,Essence reboisée 4,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,REB_ESS5,Essence reboisée 5,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PART_STR,Particularité du peuplement ou de la strate,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,TYPE_COUV,Grand type de couvert,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GR_ESS,Groupement d'essences,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CL_DENS,Classe de densité,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CL_HAUT,Classe de hauteur,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CL_AGE,Classe d'âge,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CL_PENT,Classe de pente,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,DEP_SUR,Dépôt de surface,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CL_DRAI,Classe de drainage,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,VEG_POT,Végétation potentielle,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,TYPE_ECO,Type écologique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,CO_TER,Code de terrain,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,NATURE_DEP,Nature du dépôt,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,TEXT_SYNTH,Texture synthèse,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,DRAI_SYNTH,Drainage synthèse,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PART_MPHYS,Particularité du milieu physique,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GUIDE_ECO,Guide de reconnaissance des types écologiques considéré,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PHYS_COUV,Physionomie du couvert,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,COUV_ARBO1,Première essence du couvert arborescent,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,COUV_ARBO2,Deuxième essence du couvert arborescent,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,COUV_ARBO3,Troisième essence du couvert arborescent,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,COUV_ARBO,Composition du couvert arborescent,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GR_ECO_EL1,Premier groupe écologique élémentaire du groupe d'espèces indicatrices,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GR_ECO_EL2,Deuxième groupe écologique élémentaire du groupe d'espèces indicatrices,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GR_ECO_EL3,Troisième groupe écologique élémentaire du groupe d'espèces indicatrices,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,GRESP_INDI,Groupe d'espèces indicatrices,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,TYPE_FOR,Description de la végétation des espèces arborescentes et des espèces indicatrices de sous-bois de la station,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,ALTITUDE,Altitude de la placette récupérée géomatiquement (m),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,VERSANT,Position du versant,Oui,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PC_PENT,Pourcentage d'inclinaison de la pente (41% et plus),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,DC_SUP_AFT,Description de la superficie affectée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PC_SUP_AFT,Pourcentage de la superficie affectée,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PC_REC_IF,Pourcentage de recouvrement de l'If (%),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,PCRECIF60,Pourcentage de recouvrement de l'If à une hauteur de 60cm et plus (%),,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,IN_ETAGE,Indicateur de présence de variables dendrométriques photointerpretées détaillées par étages des peuplements,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
PET4,STATION_PE,IN_ESSENCE,Indicateur de présence d'une composition en essences détaillées,,80030759196a9339cce427aa8756d4429e299c8b801dec0618a19d6eeae6cdc3
